Point,Time (s),Temperature (K),Amplitude (V),Phase (Degrees)
226,3.390360e+02,7.998510,4.325090e-06,93.714000
227,3.405380e+02,8.005898,4.231960e-06,97.068000
228,3.420370e+02,8.040671,4.250590e-06,93.954000
229,3.435390e+02,8.044848,4.384700e-06,94.002000
230,3.450370e+02,8.007664,4.075500e-06,93.342000
231,3.465370e+02,8.023624,4.097850e-06,87.180000
232,3.480430e+02,8.006088,4.336270e-06,86.688000
233,3.495380e+02,8.029498,4.779580e-06,94.272000
234,3.510390e+02,8.068934,4.600760e-06,89.754000
235,3.525450e+02,8.027237,3.993540e-06,86.916000
236,3.540430e+02,8.057854,4.407050e-06,95.262000
237,3.555360e+02,8.056106,4.634290e-06,90.522000
238,3.570380e+02,8.093916,4.179800e-06,91.608000
239,3.585350e+02,8.090511,4.258040e-06,90.480000
240,3.600370e+02,8.078937,4.321370e-06,86.466000
241,3.615560e+02,8.079532,4.410770e-06,90.804000
242,3.630450e+02,8.059444,4.485280e-06,88.668000
243,3.645360e+02,8.092692,4.295290e-06,87.822000
244,3.660350e+02,8.093371,4.172350e-06,89.466000
245,3.675360e+02,8.071235,4.176080e-06,90.534000
246,3.690390e+02,8.118169,4.306460e-06,83.490000
247,3.705540e+02,8.065756,4.097850e-06,93.186000
248,3.720460e+02,8.144676,4.548610e-06,89.100000
249,3.735360e+02,8.131560,4.600760e-06,92.646000
250,3.750420e+02,8.123461,4.466650e-06,87.492000
251,3.765360e+02,8.107318,4.641740e-06,91.488000
252,3.780360e+02,8.064187,3.971190e-06,90.612000
253,3.795360e+02,8.126423,4.678990e-06,87.564000
254,3.810490e+02,8.147996,4.496450e-06,91.536000
255,3.825380e+02,8.166965,4.332540e-06,91.548000
256,3.840360e+02,8.161070,4.265490e-06,93.858000
257,3.855420e+02,8.124404,4.485280e-06,93.870000
258,3.870360e+02,8.105698,4.179800e-06,92.544000
259,3.885350e+02,8.133872,4.276660e-06,91.476000
260,3.900450e+02,8.186512,4.515080e-06,89.094000
261,3.915400e+02,8.179266,4.634290e-06,91.374000
262,3.930360e+02,8.222893,4.753500e-06,92.010000
263,3.945350e+02,8.220017,4.652920e-06,89.556000
264,3.960350e+02,8.187765,4.369790e-06,93.036000
265,3.975360e+02,8.160462,3.945110e-06,96.396000
266,3.990410e+02,8.096539,4.295290e-06,90.216000
267,4.005360e+02,8.189805,4.284110e-06,93.396000
268,4.020360e+02,8.165125,4.377250e-06,94.566000
269,4.035370e+02,8.238587,4.116470e-06,90.270000
270,4.050400e+02,8.190491,4.399600e-06,88.518000
271,4.065390e+02,8.252256,4.224510e-06,86.778000
272,4.080380e+02,8.248079,4.410770e-06,94.494000
273,4.095360e+02,8.236701,4.503910e-06,94.614000
274,4.110390e+02,8.210374,4.444300e-06,91.512000
275,4.125360e+02,8.207413,4.578410e-06,96.216000
276,4.140370e+02,8.223234,4.678990e-06,87.318000
277,4.155360e+02,8.194340,4.500180e-06,87.762000
278,4.170410e+02,8.283466,4.369790e-06,91.710000
279,4.185420e+02,8.310988,4.094120e-06,88.950000
280,4.200370e+02,8.230755,4.366070e-06,95.016000
281,4.215350e+02,8.226639,4.343720e-06,89.616000
282,4.230430e+02,8.273090,4.224510e-06,90.576000
283,4.245350e+02,8.260177,4.258040e-06,87.192000
284,4.260440e+02,8.248864,4.641740e-06,87.660000
285,4.275370e+02,8.333342,4.369790e-06,95.604000
286,4.290350e+02,8.286647,4.526260e-06,90.120000
287,4.305380e+02,8.333418,4.563510e-06,91.920000
288,4.320360e+02,8.319152,4.377250e-06,94.392000
289,4.335340e+02,8.306088,3.930210e-06,90.000000
290,4.350390e+02,8.289578,4.723700e-06,87.666000
291,4.365370e+02,8.242246,4.567240e-06,89.178000
292,4.380360e+02,8.275920,4.895060e-06,92.412000
293,4.395380e+02,8.286150,4.380970e-06,91.446000
294,4.410390e+02,8.333523,4.723700e-06,89.880000
295,4.425400e+02,8.386443,4.634290e-06,89.958000
296,4.440360e+02,8.331320,4.749770e-06,89.646000
297,4.455360e+02,8.364428,4.410770e-06,88.344000
298,4.470370e+02,8.379497,4.291560e-06,89.520000
299,4.485430e+02,8.313421,4.462930e-06,93.426000
300,4.500370e+02,8.345252,4.645470e-06,90.522000
301,4.515400e+02,8.359038,4.578410e-06,91.800000
302,4.530380e+02,8.333508,4.876430e-06,87.426000
303,4.545370e+02,8.339418,4.433120e-06,88.020000
304,4.560390e+02,8.396163,4.567240e-06,89.880000
305,4.575360e+02,8.361246,4.462930e-06,91.296000
306,4.590340e+02,8.364700,4.589590e-06,91.992000
307,4.605500e+02,8.402362,4.470380e-06,87.750000
308,4.620410e+02,8.389600,4.440580e-06,87.018000
309,4.635390e+02,8.406995,5.248960e-06,92.700000
310,4.650380e+02,8.407502,5.953040e-06,90.816000
311,4.665380e+02,8.414774,7.562370e-06,84.486000
312,4.680370e+02,8.390486,1.105300e-05,82.248000
313,4.695380e+02,8.325087,7.692780e-06,89.460000
314,4.710390e+02,8.408323,5.245240e-06,89.502000
315,4.725390e+02,8.435482,7.227090e-06,85.470000
316,4.740370e+02,8.440826,1.257660e-05,86.628000
317,4.755440e+02,8.446698,1.388420e-05,88.566000
318,4.770360e+02,8.443560,1.421580e-05,87.774000
319,4.785450e+02,8.423244,1.409660e-05,89.136000
320,4.800360e+02,8.421204,1.416730e-05,88.770000
321,4.815360e+02,8.381481,1.406300e-05,89.580000
322,4.830350e+02,8.443716,1.415240e-05,90.468000
323,4.845370e+02,8.417545,1.389170e-05,90.246000
324,4.860360e+02,8.414532,1.380970e-05,89.958000
325,4.875380e+02,8.479368,1.391770e-05,89.430000
326,4.890370e+02,8.502162,1.379850e-05,88.596000
327,4.905350e+02,8.466788,1.403320e-05,88.488000
328,4.920420e+02,8.459951,1.417850e-05,88.704000
329,4.935360e+02,8.493803,1.414130e-05,87.588000
330,4.950340e+02,8.495857,1.440200e-05,89.460000
