Point,Time (s),Temperature (K),Amplitude (V),Phase (Degrees)
143,3.580000e+01,13.067634,5.937540e-01,-14.442000
144,3.604700e+01,13.083855,5.936930e-01,-14.448000
145,3.629500e+01,13.100221,5.935710e-01,-14.418000
146,3.654000e+01,13.118156,5.936320e-01,-14.436000
147,3.679500e+01,13.140165,5.936320e-01,-14.430000
148,3.704000e+01,13.156175,5.935100e-01,-14.424000
149,3.729300e+01,13.173306,5.935710e-01,-14.412000
150,3.753900e+01,13.191575,5.935100e-01,-14.400000
151,3.780300e+01,13.218315,5.934490e-01,-14.376000
152,3.803600e+01,13.235104,5.935100e-01,-14.376000
153,3.828700e+01,13.251700,5.941200e-01,-14.376000
154,3.855000e+01,13.263630,5.937540e-01,-14.346000
155,3.878900e+01,13.287766,5.943640e-01,-14.328000
156,3.904600e+01,13.306902,5.945470e-01,-14.310000
157,3.930100e+01,13.326919,5.945470e-01,-14.370000
158,3.953700e+01,13.347936,5.944860e-01,-14.376000
159,3.978700e+01,13.383463,5.944250e-01,-14.370000
160,4.004300e+01,13.407194,5.944250e-01,-14.370000
161,4.029200e+01,13.428719,5.950360e-01,-14.286000
162,4.054300e+01,13.446941,5.944250e-01,-14.352000
163,4.078600e+01,13.469505,5.944250e-01,-14.346000
164,4.104300e+01,13.485643,5.944250e-01,-14.334000
165,4.129100e+01,13.503189,5.944860e-01,-14.322000
166,4.154500e+01,13.532511,5.952800e-01,-14.298000
167,4.180100e+01,13.553412,5.944860e-01,-14.298000
168,4.203600e+01,13.573570,5.944860e-01,-14.286000
169,4.228700e+01,13.594569,5.945470e-01,-14.274000
170,4.254200e+01,13.625644,5.950360e-01,-14.310000
171,4.280100e+01,13.645640,5.949750e-01,-14.304000
172,4.303600e+01,13.663736,5.948520e-01,-14.298000
173,4.329900e+01,13.679735,5.949130e-01,-14.298000
174,4.353900e+01,13.705119,5.948520e-01,-14.298000
175,4.380100e+01,13.723260,5.947300e-01,-14.298000
176,4.403800e+01,13.740005,5.947300e-01,-14.292000
177,4.429100e+01,13.756067,5.947910e-01,-14.286000
178,4.454900e+01,13.777232,5.946690e-01,-14.274000
179,4.479300e+01,13.794769,5.946690e-01,-14.268000
180,4.504900e+01,13.810516,5.945470e-01,-14.226000
181,4.529300e+01,13.823826,5.945470e-01,-14.226000
182,4.553400e+01,13.840469,5.943030e-01,-14.238000
183,4.579300e+01,13.853552,5.943640e-01,-14.238000
184,4.604800e+01,13.866703,5.944860e-01,-14.208000
185,4.629700e+01,13.880796,5.950360e-01,-14.238000
186,4.655000e+01,13.898849,5.949750e-01,-14.232000
187,4.678900e+01,13.909210,5.950360e-01,-14.238000
188,4.704800e+01,13.922585,5.951580e-01,-14.232000
189,4.729400e+01,13.939101,5.950970e-01,-14.232000
190,4.753800e+01,13.964871,5.950970e-01,-14.226000
191,4.780100e+01,13.978447,5.950970e-01,-14.220000
192,4.804000e+01,13.992158,5.949130e-01,-14.208000
193,4.829900e+01,14.004994,5.949750e-01,-14.196000
194,4.853700e+01,14.023805,5.950360e-01,-14.184000
195,4.880100e+01,14.038008,5.950360e-01,-14.142000
196,4.904200e+01,14.050385,5.949750e-01,-14.166000
197,4.930500e+01,14.071239,5.949750e-01,-14.148000
198,4.954200e+01,14.085097,5.950360e-01,-14.148000
199,4.980300e+01,14.102096,5.956460e-01,-14.154000
200,5.004200e+01,14.119802,5.950970e-01,-14.154000
201,5.029800e+01,14.151652,5.954020e-01,-14.154000
202,5.053500e+01,14.173348,5.953410e-01,-14.148000
203,5.079300e+01,14.195002,5.952800e-01,-14.148000
204,5.104500e+01,14.215369,5.952800e-01,-14.148000
205,5.129100e+01,14.250799,5.951580e-01,-14.148000
206,5.154400e+01,14.276022,5.950970e-01,-14.142000
207,5.179300e+01,14.297801,5.950360e-01,-14.136000
208,5.205400e+01,14.318012,5.957680e-01,-14.064000
209,5.228700e+01,14.350270,5.958290e-01,-14.064000
210,5.253800e+01,14.367929,5.949130e-01,-14.070000
211,5.279400e+01,14.384753,5.949130e-01,-14.100000
212,5.303700e+01,14.402010,5.950970e-01,-14.082000
213,5.329600e+01,14.433115,5.957680e-01,-14.076000
214,5.353600e+01,14.456861,5.952800e-01,-14.058000
215,5.380100e+01,14.479090,5.957680e-01,-14.076000
216,5.403400e+01,14.498502,5.957680e-01,-14.076000
217,5.428800e+01,14.521164,5.957680e-01,-14.076000
218,5.454100e+01,14.537978,5.957680e-01,-14.076000
219,5.480100e+01,14.556124,5.957680e-01,-14.070000
220,5.504700e+01,14.571520,5.958290e-01,-14.010000
221,5.529500e+01,14.592922,5.957070e-01,-14.058000
222,5.553500e+01,14.610033,5.956460e-01,-14.058000
223,5.578900e+01,14.628503,5.963170e-01,-13.986000
224,5.604400e+01,14.646701,5.954630e-01,-14.046000
225,5.629400e+01,14.671404,5.954020e-01,-14.034000
226,5.654000e+01,14.686001,5.954020e-01,-14.022000
227,5.680100e+01,14.699434,5.953410e-01,-14.010000
228,5.704500e+01,14.721116,5.952800e-01,-13.998000
229,5.729500e+01,14.737947,5.954020e-01,-13.980000
230,5.753800e+01,14.753856,5.959510e-01,-13.998000
231,5.778400e+01,14.768150,5.958290e-01,-13.998000
232,5.804100e+01,14.792260,5.957680e-01,-14.004000
233,5.829600e+01,14.810493,5.957070e-01,-14.004000
234,5.853600e+01,14.828032,5.956460e-01,-14.004000
235,5.878800e+01,14.843145,5.956460e-01,-14.004000
236,5.904800e+01,14.866536,5.954020e-01,-14.004000
237,5.928700e+01,14.883490,5.952800e-01,-13.998000
238,5.953400e+01,14.900640,5.952800e-01,-13.986000
239,5.979300e+01,14.916376,5.960730e-01,-13.914000
240,6.004700e+01,14.932664,5.952800e-01,-13.914000
241,6.028400e+01,14.943668,5.951580e-01,-13.950000
242,6.053700e+01,14.956697,5.952190e-01,-13.926000
243,6.080900e+01,14.972325,5.958900e-01,-13.932000
244,6.104100e+01,14.989944,5.958900e-01,-13.938000
